input,title,status_code,content_length,csp_domains_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,webserver,tls_subject_org_
tangentia-1.my.automationanywhere.digital,Control Room | Automation Anywhere,200,5109,https://cdnjs.cloudflare.com/,tangentia-1.my.automationanywhere.digital,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-08T00:00:00Z,2024-02-05T23:59:59Z,CN=my.automationanywhere.digital,my.automationanywhere.digital,*.my.automationanywhere.digital,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,4aea75b9569dbcbe15d1650660936300,91530a21f577c58b05094d0e04951e731616d45e006c62c3efb338bdc0521d73,True,ctls,tangentia-1.my.automationanywhere.digital,,443,https://tangentia-1.my.automationanywhere.digital:443,https,text/html,GET,35.154.206.232,/,-1005691603,35.154.199.43,React,99,False,,,
tao.my.automationanywhere.digital,Control Room | Automation Anywhere,200,5109,http://127.0.0.1:22113/,tao.my.automationanywhere.digital,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2024-02-05T23:59:59Z,CN=my.automationanywhere.digital,my.automationanywhere.digital,*.my.automationanywhere.digital,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,27e13d8dd64dd5ecc84aec6269c97a5f,e1c740bfa9b7e218283c722758d29df4387631abc5dd3a68ba233fd6ad80be4c,True,ctls,tao.my.automationanywhere.digital,,443,https://tao.my.automationanywhere.digital:443,https,text/html,GET,52.76.165.21,/,-1005691603,52.74.61.91,React,99,False,,,
teleperformance.my.automationanywhere.digital,Control Room | Automation Anywhere,200,5109,https://fonts.gstatic.com/,teleperformance.my.automationanywhere.digital,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,2024-02-13T23:59:59Z,CN=my.automationanywhere.digital,my.automationanywhere.digital,*.my.automationanywhere.digital,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,690415f055bd7972186f9c994426bd35,4b4d276cf23e667e961a291f9204bd1f8df6e785bc6eb72a0033c0604db8eaf1,True,ctls,teleperformance.my.automationanywhere.digital,,443,https://teleperformance.my.automationanywhere.digital:443,https,text/html,GET,54.201.0.7,/,-1005691603,44.235.116.101,React,99,False,,,
teleperformancecolombia-2.my.automationanywhere.digital,Control Room | Automation Anywhere,200,5109,https://cdn.pendo.io/,teleperformancecolombia-2.my.automationanywhere.digital,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-15T00:00:00Z,2023-10-20T23:59:59Z,CN=my.automationanywhere.digital,my.automationanywhere.digital,*.my.automationanywhere.digital,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,a00f8f21cb487e497852a5519ce18d16,bef86efbf4283358337201fe33a4d83bcac374a663b3a7d51128eedbbec3b82a,True,ctls,teleperformancecolombia-2.my.automationanywhere.digital,,443,https://teleperformancecolombia-2.my.automationanywhere.digital:443,https,text/html,GET,54.94.45.3,/,-1005691603,54.233.216.111,React,99,False,,,
tescobank-dev.my.automationanywhere.digital,Control Room | Automation Anywhere,200,5109,http://127.0.0.1:22113/,tescobank-dev.my.automationanywhere.digital,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-14T00:00:00Z,2024-02-16T23:59:59Z,CN=my.automationanywhere.digital,my.automationanywhere.digital,*.my.automationanywhere.digital,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,d498e0c47f02a67e5c4255137c6e6fd6,63f893b27b2c078ca8934a37678e4973fb771e35d16a6c2c1252790413cdc770,True,ctls,tescobank-dev.my.automationanywhere.digital,,443,https://tescobank-dev.my.automationanywhere.digital:443,https,text/html,GET,34.250.14.232,/,-1005691603,99.80.77.175,React,99,False,,,
test.my.automationanywhere.digital,Control Room | Automation Anywhere,200,5109,https://data.pendo.io/,test.my.automationanywhere.digital,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-19T05:47:28Z,2024-02-20T05:47:28Z,CN=*.my.automationanywhere.digital,*.my.automationanywhere.digital,my.automationanywhere.digital,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",2ba9e1fae9ee42f6301adc4526fa0868,8f863fdf796c4316f9dbbae51687fc80ffe586bcf303506cb72f952a6d085444,True,ctls,test.my.automationanywhere.digital,google,443,https://test.my.automationanywhere.digital:443,https,text/html,GET,34.111.43.113,/,-1005691603,34.111.43.113,React,99,False,True,,
texashealth-2.my.automationanywhere.digital,Control Room | Automation Anywhere,200,5109,https://fonts.googleapis.com/,texashealth-2.my.automationanywhere.digital,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-26T00:00:00Z,2024-05-24T23:59:59Z,CN=my.automationanywhere.digital,my.automationanywhere.digital,*.my.automationanywhere.digital,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,aadf2c538b790a91a7957dfa386f3338,ad9b1e02a15ded37329f3647f86ba24422d08318f0e9ceee7e39ebd6e7424a90,True,ctls,texashealth-2.my.automationanywhere.digital,,443,https://texashealth-2.my.automationanywhere.digital:443,https,text/html,GET,3.208.39.42,/,-1005691603,34.239.190.4,React,99,False,,,
townebank-1.my.automationanywhere.digital,Control Room | Automation Anywhere,200,5109,https://pendo-io-static.storage.googleapis.com/,townebank-1.my.automationanywhere.digital,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-26T00:00:00Z,2024-05-24T23:59:59Z,CN=my.automationanywhere.digital,my.automationanywhere.digital,*.my.automationanywhere.digital,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,aadf2c538b790a91a7957dfa386f3338,ad9b1e02a15ded37329f3647f86ba24422d08318f0e9ceee7e39ebd6e7424a90,True,ctls,townebank-1.my.automationanywhere.digital,,443,https://townebank-1.my.automationanywhere.digital:443,https,text/html,GET,3.226.2.10,/,-1005691603,3.217.90.65,React,99,False,,,
tpilatam-dev-us.my.automationanywhere.digital,Control Room | Automation Anywhere,200,5109,http://127.0.0.1:22113/,tpilatam-dev-us.my.automationanywhere.digital,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-26T00:00:00Z,2024-05-24T23:59:59Z,CN=my.automationanywhere.digital,my.automationanywhere.digital,*.my.automationanywhere.digital,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,aadf2c538b790a91a7957dfa386f3338,ad9b1e02a15ded37329f3647f86ba24422d08318f0e9ceee7e39ebd6e7424a90,True,ctls,tpilatam-dev-us.my.automationanywhere.digital,,443,https://tpilatam-dev-us.my.automationanywhere.digital:443,https,text/html,GET,3.234.136.205,/,-1005691603,54.165.34.46,React,99,False,,,
ttec-5.my.automationanywhere.digital,Control Room | Automation Anywhere,200,5109,https://fonts.gstatic.com/,ttec-5.my.automationanywhere.digital,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-26T00:00:00Z,2024-05-24T23:59:59Z,CN=my.automationanywhere.digital,my.automationanywhere.digital,*.my.automationanywhere.digital,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,aadf2c538b790a91a7957dfa386f3338,ad9b1e02a15ded37329f3647f86ba24422d08318f0e9ceee7e39ebd6e7424a90,True,ctls,ttec-5.my.automationanywhere.digital,,443,https://ttec-5.my.automationanywhere.digital:443,https,text/html,GET,34.193.230.49,/,-1005691603,3.224.237.177,React,99,False,,,
ttec-5iqqa.my.automationanywhere.digital,Control Room | Automation Anywhere,200,5109,https://*.amazonaws.com/,ttec-5iqqa.my.automationanywhere.digital,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-26T00:00:00Z,2024-05-24T23:59:59Z,CN=my.automationanywhere.digital,my.automationanywhere.digital,*.my.automationanywhere.digital,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,aadf2c538b790a91a7957dfa386f3338,ad9b1e02a15ded37329f3647f86ba24422d08318f0e9ceee7e39ebd6e7424a90,True,ctls,ttec-5iqqa.my.automationanywhere.digital,,443,https://ttec-5iqqa.my.automationanywhere.digital:443,https,text/html,GET,3.228.142.22,/,-1005691603,18.207.41.88,React,99,False,,,
ttec-5qa.my.automationanywhere.digital,Control Room | Automation Anywhere,200,5109,https://pendo-io-static.storage.googleapis.com/,ttec-5qa.my.automationanywhere.digital,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-26T00:00:00Z,2024-05-24T23:59:59Z,CN=my.automationanywhere.digital,my.automationanywhere.digital,*.my.automationanywhere.digital,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,aadf2c538b790a91a7957dfa386f3338,ad9b1e02a15ded37329f3647f86ba24422d08318f0e9ceee7e39ebd6e7424a90,True,ctls,ttec-5qa.my.automationanywhere.digital,,443,https://ttec-5qa.my.automationanywhere.digital:443,https,text/html,GET,52.54.2.112,/,-1005691603,3.229.174.107,React,99,False,,,
uat-usbank.my.automationanywhere.digital,Control Room | Automation Anywhere,200,5109,https://pendo-static-5673999629942784.storage.googleapis.com/,uat-usbank.my.automationanywhere.digital,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,2024-02-13T23:59:59Z,CN=my.automationanywhere.digital,my.automationanywhere.digital,*.my.automationanywhere.digital,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,690415f055bd7972186f9c994426bd35,4b4d276cf23e667e961a291f9204bd1f8df6e785bc6eb72a0033c0604db8eaf1,True,ctls,uat-usbank.my.automationanywhere.digital,,443,https://uat-usbank.my.automationanywhere.digital:443,https,text/html,GET,44.241.25.36,/,-1005691603,35.162.113.27,React,99,False,,,
uillinois.my.automationanywhere.digital,Control Room | Automation Anywhere,200,5109,https://fonts.gstatic.com/,uillinois.my.automationanywhere.digital,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,2024-02-13T23:59:59Z,CN=my.automationanywhere.digital,my.automationanywhere.digital,*.my.automationanywhere.digital,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,690415f055bd7972186f9c994426bd35,4b4d276cf23e667e961a291f9204bd1f8df6e785bc6eb72a0033c0604db8eaf1,True,ctls,uillinois.my.automationanywhere.digital,,443,https://uillinois.my.automationanywhere.digital:443,https,text/html,GET,44.239.178.103,/,-1005691603,44.238.10.37,React,99,False,,,
underarmour.my.automationanywhere.digital,Control Room | Automation Anywhere,200,5109,https://fonts.gstatic.com/,underarmour.my.automationanywhere.digital,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-19T05:47:28Z,2024-02-20T05:47:28Z,CN=*.my.automationanywhere.digital,*.my.automationanywhere.digital,my.automationanywhere.digital,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",2ba9e1fae9ee42f6301adc4526fa0868,8f863fdf796c4316f9dbbae51687fc80ffe586bcf303506cb72f952a6d085444,True,ctls,underarmour.my.automationanywhere.digital,google,443,https://underarmour.my.automationanywhere.digital:443,https,text/html,GET,34.149.27.4,/,-1005691603,34.149.27.4,React,99,False,True,,
unity.my.automationanywhere.digital,Control Room | Automation Anywhere,200,5109,https://data.pendo.io/,unity.my.automationanywhere.digital,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-14T00:00:00Z,2024-02-16T23:59:59Z,CN=my.automationanywhere.digital,my.automationanywhere.digital,*.my.automationanywhere.digital,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,d498e0c47f02a67e5c4255137c6e6fd6,63f893b27b2c078ca8934a37678e4973fb771e35d16a6c2c1252790413cdc770,True,ctls,unity.my.automationanywhere.digital,,443,https://unity.my.automationanywhere.digital:443,https,text/html,GET,34.247.4.200,/,-1005691603,52.48.202.168,React,99,False,,,
usbank.my.automationanywhere.digital,Control Room | Automation Anywhere,200,5109,http://127.0.0.1:22113/,usbank.my.automationanywhere.digital,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,2024-02-13T23:59:59Z,CN=my.automationanywhere.digital,my.automationanywhere.digital,*.my.automationanywhere.digital,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,690415f055bd7972186f9c994426bd35,4b4d276cf23e667e961a291f9204bd1f8df6e785bc6eb72a0033c0604db8eaf1,True,ctls,usbank.my.automationanywhere.digital,,443,https://usbank.my.automationanywhere.digital:443,https,text/html,GET,54.190.200.79,/,-1005691603,35.83.140.172,React,99,False,,,
utc.my.automationanywhere.digital,Control Room | Automation Anywhere,200,5109,https://fonts.googleapis.com/,utc.my.automationanywhere.digital,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-26T00:00:00Z,2024-05-24T23:59:59Z,CN=my.automationanywhere.digital,my.automationanywhere.digital,*.my.automationanywhere.digital,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,aadf2c538b790a91a7957dfa386f3338,ad9b1e02a15ded37329f3647f86ba24422d08318f0e9ceee7e39ebd6e7424a90,True,ctls,utc.my.automationanywhere.digital,,443,https://utc.my.automationanywhere.digital:443,https,text/html,GET,100.25.57.245,/,-1005691603,3.219.142.187,React,99,False,,,
valor.my.automationanywhere.digital,Control Room | Automation Anywhere,200,5109,https://cdnjs.cloudflare.com/,valor.my.automationanywhere.digital,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-19T05:47:28Z,2024-02-20T05:47:28Z,CN=*.my.automationanywhere.digital,*.my.automationanywhere.digital,my.automationanywhere.digital,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",2ba9e1fae9ee42f6301adc4526fa0868,8f863fdf796c4316f9dbbae51687fc80ffe586bcf303506cb72f952a6d085444,True,ctls,valor.my.automationanywhere.digital,google,443,https://valor.my.automationanywhere.digital:443,https,text/html,GET,34.149.27.4,/,-1005691603,34.149.27.4,React,99,False,True,,
vbz.my.automationanywhere.digital,Control Room | Automation Anywhere,200,5109,https://fonts.gstatic.com/,vbz.my.automationanywhere.digital,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-14T00:00:00Z,2024-02-16T23:59:59Z,CN=my.automationanywhere.digital,my.automationanywhere.digital,*.my.automationanywhere.digital,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,d498e0c47f02a67e5c4255137c6e6fd6,63f893b27b2c078ca8934a37678e4973fb771e35d16a6c2c1252790413cdc770,True,ctls,vbz.my.automationanywhere.digital,,443,https://vbz.my.automationanywhere.digital:443,https,text/html,GET,52.51.43.55,/,-1005691603,52.30.7.128,React,99,False,,,
vcc.my.automationanywhere.digital,Control Room | Automation Anywhere,200,5109,https://cdn.pendo.io/,vcc.my.automationanywhere.digital,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-19T05:47:28Z,2024-02-20T05:47:28Z,CN=*.my.automationanywhere.digital,*.my.automationanywhere.digital,my.automationanywhere.digital,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",2ba9e1fae9ee42f6301adc4526fa0868,8f863fdf796c4316f9dbbae51687fc80ffe586bcf303506cb72f952a6d085444,True,ctls,vcc.my.automationanywhere.digital,google,443,https://vcc.my.automationanywhere.digital:443,https,text/html,GET,34.120.193.9,/,-1005691603,34.120.193.9,React,99,False,True,,
volvo.my.automationanywhere.digital,Control Room | Automation Anywhere,200,5109,https://fonts.gstatic.com/,volvo.my.automationanywhere.digital,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-14T00:00:00Z,2023-10-11T23:59:59Z,CN=my.automationanywhere.digital,my.automationanywhere.digital,*.my.automationanywhere.digital,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,58ad9cc4d7f869ed125b3d65c1046e71,9f13cc85b5a3680a9218d881338a89959e0f90f04ca5cd9d4ab9dead75eaa495,True,ctls,volvo.my.automationanywhere.digital,,443,https://volvo.my.automationanywhere.digital:443,https,text/html,GET,18.176.194.37,/,-1005691603,52.192.38.121,React,99,False,,,
vontobel.my.automationanywhere.digital,Control Room | Automation Anywhere,200,5109,https://app.pendo.io/,vontobel.my.automationanywhere.digital,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-14T00:00:00Z,2024-02-16T23:59:59Z,CN=my.automationanywhere.digital,my.automationanywhere.digital,*.my.automationanywhere.digital,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,d498e0c47f02a67e5c4255137c6e6fd6,63f893b27b2c078ca8934a37678e4973fb771e35d16a6c2c1252790413cdc770,True,ctls,vontobel.my.automationanywhere.digital,,443,https://vontobel.my.automationanywhere.digital:443,https,text/html,GET,34.254.127.154,/,-1005691603,52.215.49.54,React,99,False,,,
vp.my.automationanywhere.digital,Control Room | Automation Anywhere,200,5109,http://127.0.0.1:22113/,vp.my.automationanywhere.digital,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,2024-02-13T23:59:59Z,CN=my.automationanywhere.digital,my.automationanywhere.digital,*.my.automationanywhere.digital,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,690415f055bd7972186f9c994426bd35,4b4d276cf23e667e961a291f9204bd1f8df6e785bc6eb72a0033c0604db8eaf1,True,ctls,vp.my.automationanywhere.digital,,443,https://vp.my.automationanywhere.digital:443,https,text/html,GET,52.34.4.106,/,-1005691603,52.35.107.39,React,99,False,,,
wcclg-p.my.automationanywhere.digital,Control Room | Automation Anywhere,200,5109,https://fonts.googleapis.com/,wcclg-p.my.automationanywhere.digital,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-08T00:00:00Z,2024-02-05T23:59:59Z,CN=my.automationanywhere.digital,my.automationanywhere.digital,*.my.automationanywhere.digital,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,4aea75b9569dbcbe15d1650660936300,91530a21f577c58b05094d0e04951e731616d45e006c62c3efb338bdc0521d73,True,ctls,wcclg-p.my.automationanywhere.digital,,443,https://wcclg-p.my.automationanywhere.digital:443,https,text/html,GET,3.7.202.201,/,-1005691603,65.2.43.23,React,99,False,,,
wistron.my.automationanywhere.digital,Control Room | Automation Anywhere,200,5109,https://fonts.gstatic.com/,wistron.my.automationanywhere.digital,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-14T00:00:00Z,2023-10-11T23:59:59Z,CN=my.automationanywhere.digital,my.automationanywhere.digital,*.my.automationanywhere.digital,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,58ad9cc4d7f869ed125b3d65c1046e71,9f13cc85b5a3680a9218d881338a89959e0f90f04ca5cd9d4ab9dead75eaa495,True,ctls,wistron.my.automationanywhere.digital,,443,https://wistron.my.automationanywhere.digital:443,https,text/html,GET,54.250.43.11,/,-1005691603,52.199.163.51,React,99,False,,,
xpologisticsuk-1uat.my.automationanywhere.digital,Control Room | Automation Anywhere,200,5109,https://cdnjs.cloudflare.com/,xpologisticsuk-1uat.my.automationanywhere.digital,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-14T00:00:00Z,2024-02-16T23:59:59Z,CN=my.automationanywhere.digital,my.automationanywhere.digital,*.my.automationanywhere.digital,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,d498e0c47f02a67e5c4255137c6e6fd6,63f893b27b2c078ca8934a37678e4973fb771e35d16a6c2c1252790413cdc770,True,ctls,xpologisticsuk-1uat.my.automationanywhere.digital,,443,https://xpologisticsuk-1uat.my.automationanywhere.digital:443,https,text/html,GET,52.49.211.4,/,-1005691603,3.248.56.21,React,99,False,,,
yantra.my.automationanywhere.digital,Control Room | Automation Anywhere,200,5109,https://cdnjs.cloudflare.com/,yantra.my.automationanywhere.digital,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-08T00:00:00Z,2024-02-05T23:59:59Z,CN=my.automationanywhere.digital,my.automationanywhere.digital,*.my.automationanywhere.digital,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,4aea75b9569dbcbe15d1650660936300,91530a21f577c58b05094d0e04951e731616d45e006c62c3efb338bdc0521d73,True,ctls,yantra.my.automationanywhere.digital,,443,https://yantra.my.automationanywhere.digital:443,https,text/html,GET,3.111.10.250,/,-1005691603,13.232.104.108,React,99,False,,,
zoomvideocommunications-1dev.my.automationanywhere.digital,Control Room | Automation Anywhere,200,5109,https://*.googleapis.com/,zoomvideocommunications-1dev.my.automationanywhere.digital,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,2024-02-13T23:59:59Z,CN=my.automationanywhere.digital,my.automationanywhere.digital,*.my.automationanywhere.digital,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,690415f055bd7972186f9c994426bd35,4b4d276cf23e667e961a291f9204bd1f8df6e785bc6eb72a0033c0604db8eaf1,True,ctls,zoomvideocommunications-1dev.my.automationanywhere.digital,,443,https://zoomvideocommunications-1dev.my.automationanywhere.digital:443,https,text/html,GET,54.69.101.133,/,-1005691603,44.237.189.121,React,99,False,,,
