input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,csp_domains_,cdn_name,cdn,tls_subject_org_,final_url
astrazeneca.sl.smartling.com,,404,25,astrazeneca.sl.smartling.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-21T00:00:00Z,2024-02-11T23:59:59Z,CN=*.sl.smartling.com,*.sl.smartling.com,*.sl.smartling.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,b296d2546ce41fc4b57ec01d0514b7e5,1f4cade0ccfde50b37f0139c0ab6dc0ec504f758afbd965bb730a4e360dcd208,True,ctls,astrazeneca.sl.smartling.com,443,https://astrazeneca.sl.smartling.com:443,https,nginx,text/html,GET,3.93.121.252,/,480409337,18.213.80.227,Nginx,2,False,,,,,
atlassian.gdn.smartling.com,,200,,atlassian.gdn.smartling.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-05-16T00:00:00Z,2024-06-13T23:59:59Z,CN=*.gdn.smartling.com,*.gdn.smartling.com,*.gdn.smartling.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,01d51e5572c70d7e91c1ca041bb540e4,ed6ece1223156721f99a6ba09066e0687382e96d2a7c3088d7380469108c16d2,True,ctls,atlassian.gdn.smartling.com,443,https://atlassian.gdn.smartling.com:443,https,AmazonS3,application/x-directory,GET,52.222.236.27,/,352873160,2600:9000:223e:5c00:5:caff:6680:93a1,Amazon Web Services,1,False,,cloudfront,True,,
atlassian.sl.smartling.com,,404,25,atlassian.sl.smartling.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-02-17T00:00:00Z,2023-08-26T23:59:59Z,CN=*.gdn.smartling.com,*.gdn.smartling.com,*.sl.smartling.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,bb105235150dd76d8bf48f285cad53f1,a102774393e1026472ef86b28e1f63345557e6b1e557eb4c6aa730c43b15cc5c,True,ctls,atlassian.sl.smartling.com,443,https://atlassian.sl.smartling.com:443,https,nginx,text/html,GET,34.233.117.122,/,480409337,100.24.151.68,Nginx,2,False,,,,,
atlassian2.sl.smartling.com,,404,25,atlassian2.sl.smartling.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-02-17T00:00:00Z,2023-08-26T23:59:59Z,CN=*.gdn.smartling.com,*.gdn.smartling.com,*.sl.smartling.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,bb105235150dd76d8bf48f285cad53f1,a102774393e1026472ef86b28e1f63345557e6b1e557eb4c6aa730c43b15cc5c,True,ctls,atlassian2.sl.smartling.com,443,https://atlassian2.sl.smartling.com:443,https,nginx,text/html,GET,34.233.117.122,/,480409337,100.24.151.68,Nginx,2,False,,,,,
au.epiloglaser.sl.smartling.com,,404,25,au.epiloglaser.sl.smartling.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-27T00:00:00Z,2023-12-17T23:59:59Z,CN=epiloglaser.sl.smartling.com,epiloglaser.sl.smartling.com,*.sl.smartling.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,06bef668d046e601748f84f66a154c90,95bfc70210b34a781c5fd86bbb369f5135e210c2dd7ac8552effb7707ea6db9d,True,ctls,au.epiloglaser.sl.smartling.com,443,https://au.epiloglaser.sl.smartling.com:443,https,nginx,text/html,GET,3.232.191.197,/,480409337,34.224.247.191,Nginx,2,False,,,,,
b23c30933.ss.smartling.com,,404,25,b23c30933.ss.smartling.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-02-17T00:00:00Z,2023-08-26T23:59:59Z,CN=*.gdn.smartling.com,*.gdn.smartling.com,*.sl.smartling.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,bb105235150dd76d8bf48f285cad53f1,a102774393e1026472ef86b28e1f63345557e6b1e557eb4c6aa730c43b15cc5c,True,ctls,b23c30933.ss.smartling.com,443,https://b23c30933.ss.smartling.com:443,https,nginx,text/html,GET,18.211.3.202,/,480409337,52.71.64.35,Nginx,2,False,,,,,
barracuda.sl.smartling.com,,404,25,barracuda.sl.smartling.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-21T00:00:00Z,2024-02-11T23:59:59Z,CN=*.sl.smartling.com,*.sl.smartling.com,*.sl.smartling.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,b296d2546ce41fc4b57ec01d0514b7e5,1f4cade0ccfde50b37f0139c0ab6dc0ec504f758afbd965bb730a4e360dcd208,True,ctls,barracuda.sl.smartling.com,443,https://barracuda.sl.smartling.com:443,https,nginx,text/html,GET,50.19.42.239,/,480409337,18.214.242.44,Nginx,2,False,,,,,
be.ihg.sl.smartling.com,,404,25,be.ihg.sl.smartling.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-27T00:00:00Z,2024-01-14T23:59:59Z,CN=ihg.sl.smartling.com,ihg.sl.smartling.com,*.sl.smartling.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,27d3baf73e976e01cdf676097d0db61a,5339ae1427ef5125cfbaec88fcd538b85279cb4b7b352b6a6185b563e2c0f244,True,ctls,be.ihg.sl.smartling.com,443,https://be.ihg.sl.smartling.com:443,https,nginx,text/html,GET,52.55.111.195,/,480409337,52.23.40.217,Nginx,2,False,,,,,
be9039865.ss0010.smartling.com,,404,25,be9039865.ss0010.smartling.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-02-17T00:00:00Z,2023-08-26T23:59:59Z,CN=*.gdn.smartling.com,*.gdn.smartling.com,*.sl.smartling.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,bb105235150dd76d8bf48f285cad53f1,a102774393e1026472ef86b28e1f63345557e6b1e557eb4c6aa730c43b15cc5c,True,ctls,be9039865.ss0010.smartling.com,443,https://be9039865.ss0010.smartling.com:443,https,nginx,text/html,GET,18.211.3.202,/,480409337,52.71.64.35,Nginx,2,False,,,,,
bentley.sl.smartling.com,,404,25,bentley.sl.smartling.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-21T00:00:00Z,2024-02-11T23:59:59Z,CN=*.sl.smartling.com,*.sl.smartling.com,*.sl.smartling.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,b296d2546ce41fc4b57ec01d0514b7e5,1f4cade0ccfde50b37f0139c0ab6dc0ec504f758afbd965bb730a4e360dcd208,True,ctls,bentley.sl.smartling.com,443,https://bentley.sl.smartling.com:443,https,nginx,text/html,GET,3.215.75.0,/,480409337,52.0.125.139,Nginx,2,False,,,,,
bid463w.ss0006.smartling.com,,404,25,bid463w.ss0006.smartling.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-02-17T00:00:00Z,2023-08-26T23:59:59Z,CN=*.gdn.smartling.com,*.gdn.smartling.com,*.sl.smartling.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,bb105235150dd76d8bf48f285cad53f1,a102774393e1026472ef86b28e1f63345557e6b1e557eb4c6aa730c43b15cc5c,True,ctls,bid463w.ss0006.smartling.com,443,https://bid463w.ss0006.smartling.com:443,https,nginx,text/html,GET,52.71.64.35,/,480409337,18.211.3.202,Nginx,2,False,,,,,
bid47bp.ss0010.smartling.com,,404,25,bid47bp.ss0010.smartling.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-02-17T00:00:00Z,2023-08-26T23:59:59Z,CN=*.gdn.smartling.com,*.gdn.smartling.com,*.sl.smartling.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,bb105235150dd76d8bf48f285cad53f1,a102774393e1026472ef86b28e1f63345557e6b1e557eb4c6aa730c43b15cc5c,True,ctls,bid47bp.ss0010.smartling.com,443,https://bid47bp.ss0010.smartling.com:443,https,nginx,text/html,GET,18.211.3.202,/,480409337,52.71.64.35,Nginx,2,False,,,,,
blackstone.sl.smartling.com,,404,25,blackstone.sl.smartling.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-02-17T00:00:00Z,2023-08-26T23:59:59Z,CN=*.gdn.smartling.com,*.gdn.smartling.com,*.sl.smartling.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,bb105235150dd76d8bf48f285cad53f1,a102774393e1026472ef86b28e1f63345557e6b1e557eb4c6aa730c43b15cc5c,True,ctls,blackstone.sl.smartling.com,443,https://blackstone.sl.smartling.com:443,https,nginx,text/html,GET,54.243.46.38,/,480409337,54.86.34.96,Nginx,2,False,,,,,
blog.smartling.com,Translate Today at Smartling | Smartling,200,650518,www.smartling.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-26T21:10:12Z,2023-07-25T21:10:11Z,CN=netlify.smartling.com,netlify.smartling.com,www.smartling.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2d256b81f522c6086afbd62ddfa1e563,6f42cfceb5e1d1bc6a7321f9d8dab7f5992152e2778b43c6b54d5aa7a438c368,,ctls,www.smartling.com,443,https://blog.smartling.com:443,https,Netlify,text/html,GET,54.236.130.133,/,-421691444,18.210.196.171,webpack,52,False,,,,,https://www.smartling.com/resources/today/
bot.smartling.com,,200,2715,bot.smartling.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-24T00:00:00Z,2023-11-27T23:59:59Z,CN=bot.smartling.com,bot.smartling.com,bot.smartling.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,7f71f6e2e671fb3429fcb94511afef33,838e57ced6fed4e1032c45a3f467eb26253f994262bd2977a81e38a9b96140dc,,ctls,bot.smartling.com,443,https://bot.smartling.com:443,https,istio-envoy,text/html,GET,18.66.122.113,/,-2062187054,2600:9000:2250:8a00:18:fcfc:b100:93a1,React,1,False,https://*.google.nu,cloudfront,True,,
britishairways.ba.sl.smartling.com,,404,25,britishairways.ba.sl.smartling.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-02-09T00:00:00Z,2024-02-11T23:59:59Z,CN=*.sl.smartling.com,*.sl.smartling.com,*.sl.smartling.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,20295fb8da67e71ab37da5a34d735dec,baffc65aebb50eff2a7fb7f13671d22ab5f972b81c6d64a2be599d150dd1b700,True,ctls,britishairways.ba.sl.smartling.com,443,https://britishairways.ba.sl.smartling.com:443,https,nginx,text/html,GET,54.72.141.113,/,480409337,34.251.146.79,Nginx,2,False,,,,,
c-media-cafr.copart.sl.smartling.com,,404,25,c-media-cafr.copart.sl.smartling.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-02-21T00:00:00Z,2024-02-11T23:59:59Z,CN=*.sl.smartling.com,*.sl.smartling.com,*.sl.smartling.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,b296d2546ce41fc4b57ec01d0514b7e5,1f4cade0ccfde50b37f0139c0ab6dc0ec504f758afbd965bb730a4e360dcd208,True,ctls,c-media-cafr.copart.sl.smartling.com,443,https://c-media-cafr.copart.sl.smartling.com:443,https,nginx,text/html,GET,3.215.75.0,/,480409337,18.214.47.16,Nginx,2,False,,,,,
c-seller-cafr.copart.sl.smartling.com,,404,25,c-seller-cafr.copart.sl.smartling.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-02-21T00:00:00Z,2024-02-11T23:59:59Z,CN=*.sl.smartling.com,*.sl.smartling.com,*.sl.smartling.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,b296d2546ce41fc4b57ec01d0514b7e5,1f4cade0ccfde50b37f0139c0ab6dc0ec504f758afbd965bb730a4e360dcd208,True,ctls,c-seller-cafr.copart.sl.smartling.com,443,https://c-seller-cafr.copart.sl.smartling.com:443,https,nginx,text/html,GET,3.215.173.139,/,480409337,52.0.125.139,Nginx,2,False,,,,,
c0302f3b0.ss.smartling.com,,404,25,c0302f3b0.ss.smartling.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-02-17T00:00:00Z,2023-08-26T23:59:59Z,CN=*.gdn.smartling.com,*.gdn.smartling.com,*.sl.smartling.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,bb105235150dd76d8bf48f285cad53f1,a102774393e1026472ef86b28e1f63345557e6b1e557eb4c6aa730c43b15cc5c,True,ctls,c0302f3b0.ss.smartling.com,443,https://c0302f3b0.ss.smartling.com:443,https,nginx,text/html,GET,18.211.3.202,/,480409337,52.71.64.35,Nginx,2,False,,,,,
c48d88baa.ss0001.smartling.com,,404,25,c48d88baa.ss0001.smartling.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-02-17T00:00:00Z,2023-08-26T23:59:59Z,CN=*.gdn.smartling.com,*.gdn.smartling.com,*.sl.smartling.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,bb105235150dd76d8bf48f285cad53f1,a102774393e1026472ef86b28e1f63345557e6b1e557eb4c6aa730c43b15cc5c,True,ctls,c48d88baa.ss0001.smartling.com,443,https://c48d88baa.ss0001.smartling.com:443,https,nginx,text/html,GET,52.71.64.35,/,480409337,18.211.3.202,Nginx,2,False,,,,,
c89d76999.ss0015.smartling.com,,404,25,c89d76999.ss0015.smartling.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-02-17T00:00:00Z,2023-08-26T23:59:59Z,CN=*.gdn.smartling.com,*.gdn.smartling.com,*.sl.smartling.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,bb105235150dd76d8bf48f285cad53f1,a102774393e1026472ef86b28e1f63345557e6b1e557eb4c6aa730c43b15cc5c,True,ctls,c89d76999.ss0015.smartling.com,443,https://c89d76999.ss0015.smartling.com:443,https,nginx,text/html,GET,18.211.3.202,/,480409337,52.71.64.35,Nginx,2,False,,,,,
ca.epiloglaser.sl.smartling.com,,404,25,ca.epiloglaser.sl.smartling.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-27T00:00:00Z,2023-12-17T23:59:59Z,CN=epiloglaser.sl.smartling.com,epiloglaser.sl.smartling.com,*.sl.smartling.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,06bef668d046e601748f84f66a154c90,95bfc70210b34a781c5fd86bbb369f5135e210c2dd7ac8552effb7707ea6db9d,True,ctls,ca.epiloglaser.sl.smartling.com,443,https://ca.epiloglaser.sl.smartling.com:443,https,nginx,text/html,GET,3.232.191.197,/,480409337,52.73.222.135,Nginx,2,False,,,,,
calendar.verbalizeit.com,,200,151,calendar.verbalizeit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2022-09-01T19:25:15Z,2023-10-03T19:25:15Z,CN=caldav.secureserver.net,caldav.secureserver.net,www.caldav.secureserver.net,"CN=Starfield Secure Certificate Authority - G2, OU=http://certs.starfieldtech.com/repository/, O=Starfield Technologies\, Inc., L=Scottsdale, ST=Arizona, C=US",Starfield Secure Certificate Authority - G2,"Starfield Technologies, Inc.",2c0e595154e64d7662350ead491d1e2e,a3bbdf567eeef4fcdf67bdd785e14a01fe3528d227d8962ac18e87f99f2b2c0d,,ctls,calendar.verbalizeit.com,443,https://calendar.verbalizeit.com:443,https,Apache,text/html,GET,216.69.141.121,/,1791172961,216.69.141.121,PHP,8,False,,,,,
capi.smartling.com,,401,247,capi.smartling.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-02-22T00:00:00Z,2024-02-10T23:59:59Z,CN=smartling.com,smartling.com,smartling.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,437a6d0d40fbe1fa70a8a2c298148796,10ad11106fdeb825ad3ce4a05671499097567f2a70a4cbd88d84de550b616145,True,ctls,capi.smartling.com,443,https://capi.smartling.com:443,https,Apache-Coyote/1.1,application/json,GET,3.222.154.25,/,163268535,100.24.103.226,Spring,13,False,,,,,
cbff8093f.ss0014.smartling.com,,404,25,cbff8093f.ss0014.smartling.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-02-17T00:00:00Z,2023-08-26T23:59:59Z,CN=*.gdn.smartling.com,*.gdn.smartling.com,*.sl.smartling.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,bb105235150dd76d8bf48f285cad53f1,a102774393e1026472ef86b28e1f63345557e6b1e557eb4c6aa730c43b15cc5c,True,ctls,cbff8093f.ss0014.smartling.com,443,https://cbff8093f.ss0014.smartling.com:443,https,nginx,text/html,GET,18.211.3.202,/,480409337,52.71.64.35,Nginx,2,False,,,,,
cc5d02a06.ss.smartling.com,,404,25,cc5d02a06.ss.smartling.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-02-17T00:00:00Z,2023-08-26T23:59:59Z,CN=*.gdn.smartling.com,*.gdn.smartling.com,*.sl.smartling.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,bb105235150dd76d8bf48f285cad53f1,a102774393e1026472ef86b28e1f63345557e6b1e557eb4c6aa730c43b15cc5c,True,ctls,cc5d02a06.ss.smartling.com,443,https://cc5d02a06.ss.smartling.com:443,https,nginx,text/html,GET,52.71.64.35,/,480409337,18.211.3.202,Nginx,2,False,,,,,
cc5d02a06.ss0006.smartling.com,,404,25,cc5d02a06.ss0006.smartling.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-02-17T00:00:00Z,2023-08-26T23:59:59Z,CN=*.gdn.smartling.com,*.gdn.smartling.com,*.sl.smartling.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,bb105235150dd76d8bf48f285cad53f1,a102774393e1026472ef86b28e1f63345557e6b1e557eb4c6aa730c43b15cc5c,True,ctls,cc5d02a06.ss0006.smartling.com,443,https://cc5d02a06.ss0006.smartling.com:443,https,nginx,text/html,GET,52.71.64.35,/,480409337,18.211.3.202,Nginx,2,False,,,,,
ccbizagw-w2.ss0010.smartling.com,,404,25,ccbizagw-w2.ss0010.smartling.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-02-17T00:00:00Z,2023-08-26T23:59:59Z,CN=*.gdn.smartling.com,*.gdn.smartling.com,*.sl.smartling.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,bb105235150dd76d8bf48f285cad53f1,a102774393e1026472ef86b28e1f63345557e6b1e557eb4c6aa730c43b15cc5c,True,ctls,ccbizagw-w2.ss0010.smartling.com,443,https://ccbizagw-w2.ss0010.smartling.com:443,https,nginx,text/html,GET,18.211.3.202,/,480409337,52.71.64.35,Nginx,2,False,,,,,
cdbaby.sl.smartling.com,,404,25,cdbaby.sl.smartling.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-01-24T00:00:00Z,2024-02-08T23:59:59Z,"CN=cdbaby.com, O=CD BABY, L=Portland, ST=Oregon, C=US",cdbaby.com,pt.qa-members-lab.cdbaby.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,57243034c478d6ccdd4fd6ab15641366,199b49476eda354c40c8a4aa3f84c8e0e4851c5b8da1321b396c34caa6e35552,,ctls,cdbaby.sl.smartling.com,443,https://cdbaby.sl.smartling.com:443,https,nginx,text/html,GET,54.151.44.153,/,480409337,54.241.179.131,Nginx,2,False,,,,CD BABY,
cdn.verbalizeit.com,,403,243,cdn.verbalizeit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2022-12-08T00:00:00Z,2023-12-07T23:59:59Z,CN=*.cloudfront.net,*.cloudfront.net,*.cloudfront.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,3ce77498ac0d9db2c0fbac4ace488223,0e61dc9128a6d01c3583e46cb871e9590ca7636f3b394e60b910fdb249e90465,True,ctls,cdn.verbalizeit.com,443,https://cdn.verbalizeit.com:443,https,AmazonS3,application/xml,GET,143.204.214.82,/,71718381,143.204.214.176,Amazon Web Services,2,False,,cloudfront,True,,
cdn01.smartling.com,,200,,cdn01.smartling.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-09-12T00:00:00Z,2023-10-13T23:59:59Z,CN=*.smartling.com,*.smartling.com,smartling.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,82adca1da600465098735af075adf6c4,f3efb5964e6e3ec9892652405e989caf33b0b6d9a2c7e387d0d196a5e5a73a79,True,ctls,cdn01.smartling.com,443,https://cdn01.smartling.com:443,https,nginx,text/html,GET,204.236.224.156,/,965222204,23.21.68.21,Nginx,1,False,,,,,
ch.epiloglaser.sl.smartling.com,,404,25,ch.epiloglaser.sl.smartling.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-27T00:00:00Z,2023-12-17T23:59:59Z,CN=epiloglaser.sl.smartling.com,epiloglaser.sl.smartling.com,*.sl.smartling.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,06bef668d046e601748f84f66a154c90,95bfc70210b34a781c5fd86bbb369f5135e210c2dd7ac8552effb7707ea6db9d,True,ctls,ch.epiloglaser.sl.smartling.com,443,https://ch.epiloglaser.sl.smartling.com:443,https,nginx,text/html,GET,34.224.247.191,/,480409337,52.73.222.135,Nginx,2,False,,,,,
channeladvisor.sl.smartling.com,,404,25,channeladvisor.sl.smartling.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-21T00:00:00Z,2024-02-11T23:59:59Z,CN=*.sl.smartling.com,*.sl.smartling.com,*.sl.smartling.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,b296d2546ce41fc4b57ec01d0514b7e5,1f4cade0ccfde50b37f0139c0ab6dc0ec504f758afbd965bb730a4e360dcd208,True,ctls,channeladvisor.sl.smartling.com,443,https://channeladvisor.sl.smartling.com:443,https,nginx,text/html,GET,44.194.98.29,/,480409337,54.145.76.117,Nginx,2,False,,,,,
checkin-prelive.ba.sl.smartling.com,,404,25,checkin-prelive.ba.sl.smartling.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-02-09T00:00:00Z,2024-02-11T23:59:59Z,CN=*.sl.smartling.com,*.sl.smartling.com,*.sl.smartling.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,20295fb8da67e71ab37da5a34d735dec,baffc65aebb50eff2a7fb7f13671d22ab5f972b81c6d64a2be599d150dd1b700,True,ctls,checkin-prelive.ba.sl.smartling.com,443,https://checkin-prelive.ba.sl.smartling.com:443,https,nginx,text/html,GET,54.72.141.113,/,480409337,34.251.146.79,Nginx,2,False,,,,,
checkin.ba.sl.smartling.com,,404,25,checkin.ba.sl.smartling.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-02-09T00:00:00Z,2024-02-11T23:59:59Z,CN=*.sl.smartling.com,*.sl.smartling.com,*.sl.smartling.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,20295fb8da67e71ab37da5a34d735dec,baffc65aebb50eff2a7fb7f13671d22ab5f972b81c6d64a2be599d150dd1b700,True,ctls,checkin.ba.sl.smartling.com,443,https://checkin.ba.sl.smartling.com:443,https,nginx,text/html,GET,54.72.141.113,/,480409337,34.251.146.79,Nginx,2,False,,,,,
chwnc.surveymonkey.sl.smartling.com,,404,25,chwnc.surveymonkey.sl.smartling.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-02-10T00:00:00Z,2023-12-19T23:59:59Z,CN=*.surveymonkey.com,*.surveymonkey.com,*.surveymonkey.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,5c3018d7094b41898191cbc5fe2ebcad,1ad3566982d1cb391fa741455010f85aa2cf91ca55c0fcba3a592d1a67681bfb,True,ctls,chwnc.surveymonkey.sl.smartling.com,443,https://chwnc.surveymonkey.sl.smartling.com:443,https,nginx,text/html,GET,54.219.17.206,/,480409337,54.215.76.33,Nginx,2,False,,,,,
citymaps.sl.smartling.com,,404,25,citymaps.sl.smartling.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-21T00:00:00Z,2024-02-11T23:59:59Z,CN=*.sl.smartling.com,*.sl.smartling.com,*.sl.smartling.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,b296d2546ce41fc4b57ec01d0514b7e5,1f4cade0ccfde50b37f0139c0ab6dc0ec504f758afbd965bb730a4e360dcd208,True,ctls,citymaps.sl.smartling.com,443,https://citymaps.sl.smartling.com:443,https,nginx,text/html,GET,3.215.75.0,/,480409337,52.0.125.139,Nginx,2,False,,,,,
cmsgov.sl.smartling.com,,404,25,cmsgov.sl.smartling.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-03-15T00:00:00Z,2024-04-12T23:59:59Z,CN=cmsgov.sl.smartling.com,cmsgov.sl.smartling.com,*.cmsgov.sl.smartling.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,88fa5cd923c4ac58a41ec5f00e81f760,948efa0c5876ef7004b00d4ee993e469330e2268c801a47430c66fa06e731783,True,ctls,cmsgov.sl.smartling.com,443,https://cmsgov.sl.smartling.com:443,https,nginx,text/html,GET,23.21.215.77,/,480409337,54.167.159.105,Nginx,2,False,,,,,
